national_risk_index_id,state,county_name,population_(2020),building_value_($),agriculture_value_($),area_(sq_mi),national_risk_index_-_value_-_composite,national_risk_index_-_score_-_composite,national_risk_index_-_rating_-_composite,national_risk_index_-_state_percentile_-_composite,expected_annual_loss_-_score_-_composite,expected_annual_loss_-_rating_-_composite,expected_annual_loss_-_state_percentile_-_composite,expected_annual_loss_-_total_-_composite,expected_annual_loss_-_building_value_-_composite,wildfire_-_number_of_events,wildfire_-_annualized_frequency,wildfire_-_exposure_-_impacted_area_(sq_mi),wildfire_-_exposure_-_building_value,wildfire_-_exposure_-_population,wildfire_-_exposure_-_population_equivalence,wildfire_-_exposure_-_agriculture_value,wildfire_-_exposure_-_total,wildfire_-_historic_loss_ratio_-_buildings,wildfire_-_historic_loss_ratio_-_population,wildfire_-_historic_loss_ratio_-_agriculture,wildfire_-_historic_loss_ratio_-_total_rating,wildfire_-_expected_annual_loss_-_building_value,wildfire_-_expected_annual_loss_-_population,wildfire_-_expected_annual_loss_-_population_equivalence,wildfire_-_expected_annual_loss_-_agriculture_value,wildfire_-_expected_annual_loss_-_total,wildfire_-_expected_annual_loss_score,wildfire_-_expected_annual_loss_rating,wildfire_-_expected_annual_loss_rate_-_building,wildfire_-_expected_annual_loss_rate_-_population,wildfire_-_expected_annual_loss_rate_-_agriculture,wildfire_-_expected_annual_loss_rate_-_national_percentile,wildfire_-_hazard_type_risk_index_value,wildfire_-_hazard_type_risk_index_score,wildfire_-_hazard_type_risk_index_rating,total_workers
C30101,Montana,Toole,4971,2157041752,96584863,1964.625436,915438.592,4.390709513,Very Low,25,4.333023832,Very Low,23.21428571,752163.875,111374.0613,NA,2.05556e-4,136.5831598,317229205,416.1271809,4827075298,13385910.79,5157690414,0.4,6.0433e-4,0.013579329,Relatively High,25465.66748,4.72e-5,547.8640331,41.52349128,26055.05501,43.77982819,Very Low,1.18e-5,9.5e-9,4.3e-7,59.21094496,31831.686,45.94336621,Very Low,14
C30103,Montana,Treasure,754,332669110,51648215,994.3603925,456686.1929,1.622653516,Very Low,10.71428571,2.383163107,Very Low,16.07142857,510201.8355,221647.4336,NA,0.002173922,3.38990457,27080156.96,52.58507841,609986909.5,3769610.826,640836677.3,0.4,9.7299e-4,0.022540824,Relatively Moderate,17151.39288,7.35e-5,852.1382277,267.5513778,18271.08248,37.73464843,Very Low,5.16e-5,9.74e-8,5.18e-6,75.53293032,16354.60815,34.74387528,Very Low,9
C30105,Montana,Valley,7561,3519507308,110878655,5112.885223,4163435.542,35.28475978,Very Low,78.57142857,39.49241721,Very Low,83.92857143,4120182.847,1012368.273,NA,3.32439e-4,55.4085759,193788487.4,203.8475569,2364631660,6089826.843,2564509974,0.4,9.69362e-4,0.022769745,Relatively High,15989.27119,4.28e-5,496.6070486,57.50336443,16543.3816,36.39834553,Very Low,4.54e-6,5.66e-9,5.19e-7,50.42952593,16216.1939,34.5847916,Very Low,54
C30107,Montana,Wheatland,2067,941085455,49419908,1441.915536,918008.711,4.454342984,Very Low,26.78571429,4.704425874,Very Low,25,789665.3811,611156.8792,NA,3.90457e-4,79.66248587,248061660.2,397.4716652,4610671316,15934570.96,4874667548,0.4,1.74787e-4,0.022540824,Relatively High,37935.58092,2.38e-5,275.8237022,148.5565276,38359.96115,50.36589246,Very Low,4.03e-5,1.15e-8,3.01e-6,71.81037226,44594.55782,51.57492841,Very Low,12
C30109,Montana,Wibaux,937,632165767,20668668,899.2371749,490794.7088,1.845370665,Very Low,12.5,1.949860724,Very Low,12.5,450167.1686,225618.9227,NA,6.85965e-4,10.96703429,56552588.9,61.97880211,718954104.5,1426232.498,776932925.9,0.4,0.002375586,0.012488537,Relatively High,13157.09446,1.03174e-4,1196.815682,14.65939898,14368.56954,33.98027362,Very Low,2.08e-5,1.1e-7,7.09e-7,66.306077,15665.33144,33.98027362,Very Low,13
C30111,Montana,Yellowstone,164624,34956202067,155194496,2675.632266,8247424.006,59.11549475,Relatively Low,91.07142857,61.83844011,Relatively Low,91.07142857,8031526.787,4044756.167,NA,0.00238738,104.6054398,2634371259,11861.62723,138000000000,39463847.7,140000000000,0.4,4.66289e-4,0.022540824,Very Low,1597748.397,0.008179467,94881.81776,2198.921573,1694829.136,90.96404709,Relatively Moderate,4.57e-5,4.97e-8,1.42e-5,74.03754375,1543905.481,89.05504295,Relatively Moderate,69
C38001,North Dakota,Adams,2189,612779706,69309056,998.645012,1290610.098,7.254215717,Very Low,13.20754717,7.675642216,Very Low,11.32075472,1123403.803,419654.8426,NA,6.42468e-4,119.5521057,122651109.9,480.7913816,5577180026,19371064.66,5719202201,0.4,0.002375586,0.012488537,Relatively Moderate,27836.77979,6.74792e-4,7827.588009,170.8919619,35835.25976,49.22048998,Very Low,4.54e-5,3.08e-7,2.47e-6,77.82373528,41168.94388,50.4931594,Very Low,31
C38003,North Dakota,Barnes,10821,3190512275,319610933,1528.6825920000001,5738657.08,46.92968501,Very Low,69.81132075,57.41256577,Relatively Low,77.35849057,6936408.052,3389780.158,NA,2.97731e-4,131.4332171,535004658.8,1334.850948,15484271000,33277703.84,16052553362,0.4,6.0433e-4,0.013579329,Relatively Moderate,58309.29735,1.94716e-4,2258.704985,133.2712883,60701.27363,57.49284123,Very Low,1.83e-5,1.8e-8,4.17e-7,63.34712059,47551.46967,52.52943048,Very Low,41
C38005,North Dakota,Benson,5945,1362172932,188431961,1453.927504,2672347.83,20.13999364,Very Low,43.39622642,14.79418137,Very Low,22.64150943,1825622.878,1394283.231,NA,0.001373205,236.7669412,452964118.3,2317.64835,26884720857,33982086.34,27371667061,0.4,1.05632e-4,0.013579329,Relatively Low,256203.5781,3.70484e-4,4297.610251,590.8838533,261092.0722,75.08749602,Relatively Low,1.88084e-4,6.23e-8,3.14e-6,87.75055679,413550.8617,77.98281896,Relatively Low,48
C38007,North Dakota,Billings,945,683009665,32988738,1164.757517,850140.7789,3.913458479,Very Low,7.547169811,5.41627979,Very Low,7.547169811,887762.8225,568653.4101,NA,5.21259e-4,39.40957206,169146843.7,270.13454840000003,3133560762,10848175.41,3313555781,0.4,0.002375586,0.012488537,Relatively High,40967.415,3.65652e-4,4241.559811,72.76210601,45281.73692,52.68851416,Very Low,6e-5,3.87e-7,2.21e-6,77.91918549,43362.7655,51.25676106,Very Low,2
C38009,North Dakota,Bottineau,6379,6521796977,247113536,1714.834748,4032844.48,34.1393573,Very Low,60.37735849,44.908697,Very Low,64.1509434,4723447.233,3885879.696,NA,0.00102115,147.8224031,1455967982,1103.134732,12796362895,28820033.97,14281150910,0.4,6.0433e-4,0.013579329,Very High,688657.4725,8.47171e-4,9827.184152,397.4320489,698882.0887,84.40979955,Relatively Low,1.05593e-4,1.33e-7,1.61e-6,81.86446071,549734.7656,81.06904232,Relatively Low,84
C38011,North Dakota,Bowman,2993,1270043702,85021296,1178.835185,1504184.18,9.004136176,Very Low,16.98113208,12.87527081,Very Low,18.86792453,1640176.214,885491.9366,NA,7.57514e-4,74.85561578,274400132.8,553.62225,6422018100,23285262.83,6719703495,0.4,0.002375586,0.012488537,Relatively High,77492.49265,9.21393e-4,10688.16385,256.8466937,88437.50319,62.80623608,Relatively Low,6.1e-5,3.08e-7,3.02e-6,78.58733694,74500.39963,59.11549475,Very Low,22
C38013,North Dakota,Burke,2201,1020943806,82027349,1140.397048,702932.5425,3.118040089,Very Low,5.660377358,4.797276385,Very Low,5.660377358,794427.7332,519823.2318,NA,3.95111e-4,76.94283283,260813166,410.2686573,4759116425,12729070.13,5032658661,0.4,1.68e-5,0.013579329,Relatively High,44895.18969,2.39e-6,27.66707538,73.16231155,44996.01907,52.52943048,Very Low,4.4e-5,1.08e-9,8.92e-7,72.66942412,39813.77383,49.9522749,Very Low,16
C38015,North Dakota,Burleigh,98437,17604065475,153885294,1685.326685,17653486.66,77.66465161,Relatively Low,96.22641509,79.85143918,Relatively Low,94.33962264,17964222.4,8030370.038,NA,5.79182e-4,165.8014553,2998263726,17675.42106,205000000000,52211935.49,208000000000,0.4,3.11e-5,0.013579329,Relatively Low,805555.6463,3.7393e-4,4337.58523,435.5143883,810328.7459,85.33248489,Relatively Low,4.58e-5,3.8e-9,2.83e-6,73.33757556,746589.4992,83.93254852,Relatively Low,83
C38017,North Dakota,Cass,184441,40439923739,504152767,1785.657374,48809591.32,90.86859688,Relatively Moderate,100,92.51005881,Relatively Moderate,100,54402089.65,43284614.49,NA,1.89323e-4,46.73090624,1063428199,4380.412616,50812786343,16998192.67,51893212735,0.4,6.0433e-4,0.013579329,Relatively Low,57947.93425,3.57755e-4,4149.96118,50.57634591,62148.47177,57.93827553,Very Low,1.43e-6,1.94e-9,1e-7,32.16671969,44833.18208,51.60674515,Very Low,73
C38019,North Dakota,Cavalier,3703,1975382680,321827285,1525.077797,3290722.729,27.04422526,Very Low,52.83018868,34.54038997,Very Low,58.49056604,3581677.423,1295389.34,NA,7.93761e-4,70.8356466,158035716.2,228.7184982,2653134579,17092694.63,2828262990,0.4,1.05632e-4,0.013579329,Relatively Moderate,30936.77923,1.28e-5,148.9984196,182.4408739,31268.21853,46.7387846,Very Low,1.57e-5,3.47e-9,5.67e-7,61.50174992,27195.2557,43.14349348,Very Low,133
C38021,North Dakota,Dickey,4995,1862747725,258203636,1153.687875,3041696.739,24.08526885,Very Low,49.05660377,34.1999381,Very Low,56.60377358,3556654.635,1465537.858,NA,6.41983e-4,123.2856755,289428846.9,752.3489831,8727248204,37613767.26,9054290818,0.4,6.0433e-4,0.013579329,Relatively Moderate,61003.45899,2.44259e-4,2833.398807,329.832105,64166.6899,58.38370983,Very Low,3.27e-5,4.89e-8,1.28e-6,69.99681833,55942.6701,55.07476933,Very Low,97
C38023,North Dakota,Divide,2195,3673673790,81950329,1307.665209,2621564.774,19.6627426,Very Low,41.50943396,21.85082018,Very Low,39.62264151,2398204.04,1533239.963,NA,1.14286e-4,102.3064549,819566119.3,246.939862,2864502399,11404240.22,3695472759,0.4,1.68e-5,0.013579329,Very High,36828.33797,5.3e-7,6.152211438,20.38278307,36854.87296,49.63410754,Very Low,1e-5,2.42e-10,2.49e-7,57.20649061,40287.41303,50.14317531,Very Low,34
C38025,North Dakota,Dunn,4088,2063418312,88958740,2103.074289,3706112.704,30.89405027,Very Low,56.60377358,27.82420303,Very Low,45.28301887,2891509.603,1772406.968,NA,5.92498e-4,102.0565652,787798047.6,1320.079756,15312925170,20502766.12,16121225984,0.4,1.68e-5,0.012488537,Very High,268989.9549,1.78e-5,206.6464011,172.4186989,269369.02,75.50111359,Relatively Low,1.30361e-4,4.36e-9,1.94e-6,83.67801464,345256.3139,76.10563156,Relatively Low,41
C38027,North Dakota,Eddy,2347,1076942125,94355628,650.6462489,1556214.628,9.799554566,Very Low,18.86792453,9.161250387,Very Low,15.09433962,1261315.044,1051512.211,NA,0.001458926,199.2217096,259293764.9,451.97096320000003,5242863173,32001875.03,5534158813,0.4,2.7e-5,0.013579329,Relatively High,124631.3316,1.58e-5,183.3623755,614.1831388,125428.8771,67.13331212,Relatively Low,1.15727e-4,6.74e-9,6.51e-6,82.6598791,154754.559,67.89691378,Relatively Low,27
C38029,North Dakota,Emmons,3301,4891300845,185874747,1571.012587,9171511.005,62.04263443,Relatively Low,81.13207547,64.46920458,Relatively Low,83.01886792,8769309.256,7121228.798,NA,0.002017539,144.3997958,2285509757,934.7228739,10842785337,44792918.94,13173088012,0.4,2.7e-5,0.013579329,Very High,2019761.771,6e-5,695.7510367,1391.148665,2021848.67,92.10944957,Relatively Moderate,4.12929e-4,1.82e-8,7.48e-6,94.3684378,2114580.156,91.53674833,Relatively Moderate,73
C38031,North Dakota,Foster,3391,1085928024,136153096,653.3914561,2491283.508,18.2309895,Very Low,37.73584906,23.61497988,Very Low,41.50943396,2558277.117,1130226.663,NA,8.72256e-4,80.27062255,148893208.2,479.4337954,5561432027,22543854.62,5732869090,0.4,2.7e-5,0.013579329,Relatively Moderate,43570.05487,9.74e-6,113.0169868,280.068356,43963.14021,52.14762965,Very Low,4.01e-5,2.87e-9,2.06e-6,71.58765511,42811.87734,50.9385937,Very Low,79
C38033,North Dakota,Golden Valley,1732,759441830,51827128,1012.607436,1009631.468,5.28157811,Very Low,9.433962264,5.849582173,Very Low,9.433962264,941632.4175,436542.1971,NA,4.65765e-4,16.79384385,91690987.49,211.6124562,2454704492,4365185.504,2550760665,0.4,0.002375586,0.012488537,Relatively Low,7624.916268,9.65e-5,1119.928666,42.41878551,8787.263719,25.45338848,Very Low,1e-5,5.57e-8,8.18e-7,60.64269806,9421.827246,24.81705377,Very Low,17
C38035,North Dakota,Grand Forks,73042,15976890088,365247663,1453.948851,24005090.68,82.91441298,Relatively Moderate,98.11320755,85.51532033,Relatively Moderate,98.11320755,25902118.11,20156137.19,NA,5.52717e-4,123.3491183,601486831,2377.95878,27584321846,30292315.37,28216100993,0.4,1.05632e-4,0.013579329,Very Low,71808.81943,9.09e-5,1054.183821,203.9207184,73066.92397,60.54724785,Very Low,4.49e-6,1.24e-9,5.58e-7,49.57047407,66008.66574,57.14285714,Very Low,170
C38037,North Dakota,Grant,2299,1161847905,95178205,1682.833342,1872178.666,12.50397709,Very Low,22.64150943,14.2370783,Very Low,20.75471698,1776556.532,948187.2899,NA,6.17346e-4,135.1294924,408353970.4,776.1379657,9003200402,25776576.89,9437330949,0.4,2.7e-5,0.012488537,Relatively High,95584.9224,1.05e-5,121.969634,198.4516335,95905.34367,63.56983773,Relatively Low,8.23e-5,4.57e-9,2.09e-6,79.19185492,101067.3936,63.31530385,Very Low,51
C38039,North Dakota,Griggs,2300,710338670,131461522,723.813845,2173369.986,15.59020045,Very Low,33.96226415,20.70566388,Very Low,35.8490566,2304260.225,840677.4299,NA,8.26951e-4,127.1068159,162858832.7,508.4375131,5897875152,24860608.28,6085594593,0.4,6.0433e-4,0.013579329,Relatively Moderate,41996.38027,1.91453e-4,2220.85123,255.2045129,44472.43601,52.3703468,Very Low,5.91e-5,8.32e-8,1.94e-6,76.55106586,41946.24225,50.71587655,Very Low,10
C38041,North Dakota,Hettinger,2487,3470700064,76386809,1145.232926,3776274.861,31.62583519,Very Low,58.49056604,37.35685546,Very Low,62.26415094,3884950.645,3149706.531,NA,1.69334e-4,100.6159704,753096722.8,392.5946122,4554097502,9915716.842,5317109941,0.4,0.002375586,0.012488537,Very High,37254.21955,1.51269e-4,1754.715839,23.29752728,39032.23292,50.68405982,Very Low,1.07e-5,6.08e-8,3.05e-7,59.30639516,38042.93514,48.96595609,Very Low,30
C38043,North Dakota,Kidder,2383,939873394,130331407,1447.278831,1997465.059,13.77664652,Very Low,26.41509434,18.78675333,Very Low,33.96226415,2163544.388,963007.1349,NA,3.49293e-4,171.0755371,304885645.5,577.0765543,6694088030,46188398.75,7045162074,0.4,2.7e-5,0.013579329,Relatively High,49522.78321,5.07e-6,58.80301671,221.7647782,49803.35101,54.152084,Very Low,5.27e-5,2.13e-9,1.7e-6,74.8011454,45980.31547,51.8294623,Very Low,64
C38045,North Dakota,LaMoure,4083,1336272214,259271924,1162.576059,3225117.864,26.15335667,Very Low,50.94339623,32.80718044,Very Low,54.71698113,3425557.022,1377028.965,NA,2.50504e-4,100.0503693,238954716.7,648.3169118,7520476176,28049927.92,7787480821,0.4,6.0433e-4,0.013579329,Relatively Low,15431.84799,7.22e-5,837.8143767,98.79945282,16368.46182,36.30289532,Very Low,1.15e-5,1.77e-8,3.81e-7,59.68819599,14789.46042,33.24848871,Very Low,57
C38047,North Dakota,Logan,1876,914480623,178208997,1021.226384,2062653.545,14.603881640000001,Very Low,28.30188679,20.76756422,Very Low,37.73584906,2312734.894,1265988.752,NA,4.67727e-4,88.55512241,291374325.2,458.4468969,5317984004,48337317.92,5657695647,0.4,2.7e-5,0.013579329,Relatively High,51300.77111,5.93e-6,68.76933706,325.9094796,51695.44993,54.97931912,Very Low,5.61e-5,3.16e-9,1.83e-6,75.43748011,46105.50189,51.89309577,Very Low,43
C38049,North Dakota,McHenry,5344,6546783463,167836023,1930.816466,6765175.37,52.94304804,Relatively Low,75.47169811,55.86505726,Relatively Low,73.58490566,6594057.148,5737545.404,NA,0.001217305,354.2343152,2493267429,1352.255384,15686162454,63772450.33,18243202333,0.4,6.0433e-4,0.013579329,Very High,1464429.267,9.31873e-4,10809.72441,1087.339965,1476326.331,90.07317849,Relatively Moderate,2.23687e-4,1.74e-7,6.48e-6,89.46866052,1506108.99,88.76869233,Relatively Moderate,76
C38051,North Dakota,McIntosh,2530,1406494393,108674201,1004.601927,2149673.632,15.30384983,Very Low,30.18867925,16.68214175,Very Low,30.18867925,1977921.041,1049459.965,NA,6.58653e-4,102.4099249,500591129.1,633.5715402,7349429866,27596430.59,7877617425,0.4,2.7e-5,0.013579329,Relatively High,129438.0969,9.23e-6,107.0816063,249.8923648,129795.0709,67.64237989,Relatively Low,9.2e-5,3.65e-9,2.3e-6,79.95545657,141065.8138,66.94241171,Relatively Low,60
C38053,North Dakota,McKenzie,14685,4879579357,120109111,2889.444519,6587878.201,51.9249125,Relatively Low,73.58490566,50.69637883,Very Low,69.81132075,5471358.847,2748444.281,NA,6.47527e-4,40.93027513,521167772,1239.75141,14381116358,11355646.4,14913639776,0.4,1.68e-5,0.012488537,Relatively High,167159.1768,1.92e-5,222.4018956,135.5564862,167517.1352,70.28316895,Relatively Low,3.43e-5,1.31e-9,1.13e-6,69.77410118,181635.8565,69.67865097,Relatively Low,25
C38055,North Dakota,McLean,9755,9016637478,202827135,2351.462074,7007846.019,54.21571747,Relatively Low,77.35849057,57.25781492,Relatively Low,75.47169811,6921771.776,5421538.242,NA,3.41088e-4,173.7342982,2232791251,1512.122142,17540616842,29975609.87,19803383703,0.4,1.68e-5,0.012488537,Very High,304035.2963,6.87e-6,79.71248122,134.8977715,304249.9065,76.83741648,Relatively Low,3.37e-5,7.04e-10,6.65e-7,69.55138403,308319.1944,75.08749602,Relatively Low,187
C38057,North Dakota,Mercer,8350,3201622481,65580454,1123.829281,4087768.006,34.71205854,Very Low,62.26415094,36.24264933,Very Low,60.37735849,3759824.056,1889890.001,NA,6.51407e-4,77.42896578,517171826.1,1384.147307,16056108761,17817680.82,16591098268,0.4,2.7e-5,0.012488537,Relatively Low,75630.21511,1.67e-5,193.1833811,157.0715701,75980.47006,61.02449889,Very Low,2.36e-5,1.99e-9,2.4e-6,65.73337576,84261.32698,60.54724785,Very Low,46
C38059,North Dakota,Morton,33242,8505133566,167490373,1964.803479,11962124.68,70.0604518,Relatively Low,88.67924528,73.13525224,Relatively Low,90.56603774,12879875.07,7531784.338,NA,5.47282e-4,113.7880407,1689566280,5747.379431,66669601398,33821801.05,68392989479,0.4,2.7e-5,0.012488537,Relatively Moderate,344107.8504,8.12e-5,941.6513842,240.6981122,345290.1999,77.88736876,Relatively Low,4.05e-5,2.44e-9,1.44e-6,71.71492205,272379.3197,73.84664333,Relatively Low,119
C38061,North Dakota,Mountrail,9797,3754260380,155641737,1961.018586,4382496.16,37.28921413,Very Low,64.1509434,30.9811204,Very Low,50.94339623,3225662.566,2022873.152,NA,5.10433e-4,75.67695771,874131821.2,2011.771862,23336553594,17559050.37,24228244466,0.4,1.68e-5,0.013579329,Relatively High,231752.6994,3.33e-5,386.4019629,143.8782893,232282.9797,73.91027681,Relatively Low,6.17e-5,3.4e-9,9.24e-7,76.20108177,314122.0195,75.34202991,Relatively Low,105
C38063,North Dakota,Nelson,3007,1095891383,138674631,1019.055563,2165548.099,15.43111677,Very Low,32.0754717,17.73444754,Very Low,32.0754717,2094355.171,1056077.403,NA,0.001167967,203.990256,284105581.4,661.7568128,7676379029,33220874.79,7993705485,0.4,1.05632e-4,0.013579329,Relatively Moderate,111234.7994,7e-5,812.5529206,506.1425646,112553.4948,65.73337576,Relatively Low,1.01502e-4,2.33e-8,3.65e-6,81.29175947,116379.4996,65.09704104,Relatively Low,80
C38065,North Dakota,Oliver,1874,599420257,54282128,738.4623496,1321434.855,7.38148266,Very Low,15.09433962,9.223150727,Very Low,16.98113208,1263474.094,599060.1057,NA,4.64559e-4,66.93669006,239952051.3,797.5643926,9251746954,14304418.21,9506003423,0.4,2.7e-5,0.013579329,Relatively Moderate,48971.67823,1.02e-5,118.509839,94.83320289,49185.02127,53.96118358,Very Low,8.17e-5,5.45e-9,1.75e-6,79.0009545,51441.34078,53.83391664,Very Low,16
C38067,North Dakota,Pembina,6825,2587826104,324257111,1132.560612,5696326.064,46.61151766,Very Low,67.9245283,53.0176416,Relatively Low,71.69811321,5945184.708,2679339.838,NA,0.001709895,62.86894721,217333039.6,712.5548228,8265635944,14882711.29,8497851695,0.4,1.05632e-4,0.013579329,Relatively Low,89464.26395,7.82e-5,906.678653,338.541485,90709.48409,62.99713649,Relatively Low,3.46e-5,1.15e-8,1.04e-6,70.09226853,102505.0659,63.50620426,Very Low,203
C38069,North Dakota,Pierce,3976,1600333128,113344466,1093.393447,1898589.304,12.82214445,Very Low,24.52830189,15.04178273,Very Low,24.52830189,1849134.373,1257927.977,NA,0.001222941,179.610071,219845145,417.8321947,4846853459,24653275,5091351879,0.4,6.0433e-4,0.013579329,Relatively High,97401.31711,2.6766e-4,3104.858177,405.2186108,100911.3939,64.26980592,Relatively Low,6.09e-5,6.73e-8,3.58e-6,76.5828826,104156.0633,63.85618836,Very Low,17
C38071,North Dakota,Ramsey,11577,4831464819,218076128,1314.140312,5983419.792,48.32962138,Relatively Low,71.69811321,50.07737543,Very Low,66.03773585,5387662.036,4956880.762,NA,0.001553207,142.9084366,873969809.6,1989.935058,23083246671,37524541.42,23994741022,0.4,1.05632e-4,0.013579329,Relatively Moderate,464619.5174,3.49273e-4,4051.570059,821.8293018,469492.9168,81.16449252,Relatively Low,9.62e-5,3.02e-8,3.77e-6,80.49634108,496424.8899,79.79637289,Relatively Low,139
C38073,North Dakota,Ransom,5692,1422621949,199143670,872.5763323,2707163.803,20.64906141,Very Low,45.28301887,29.58836274,Very Low,49.05660377,3076389.104,1256120.924,NA,5.21659e-4,93.06143097,246979687.6,1002.338587,11627127605,32267098.25,11906374391,0.4,6.0433e-4,0.013579329,Relatively Moderate,50958.48419,3.32246e-4,3854.048517,236.0054321,55048.53813,55.93382119,Very Low,3.58e-5,5.84e-8,1.19e-6,71.33312122,50805.66992,53.61119949,Very Low,24
C38075,North Dakota,Renville,2282,1176641529,143881466,901.9564219,1280121.146,7.126948775,Very Low,11.32075472,9.006499536,Very Low,13.20754717,1255596.578,882357.3538,NA,3.81017e-4,43.64151066,163987158.3,266.9169228,3096236304,8417382.886,3268640845,0.4,6.0433e-4,0.013579329,Relatively High,29097.43806,5.12e-5,593.8139854,43.06763361,29734.31968,45.847916,Very Low,2.47e-5,2.24e-8,2.99e-7,66.43334394,30315.09647,45.05249761,Very Low,44
C38077,North Dakota,Richland,16521,5591008975,448145499,1459.931555,17105893.11,76.90104995,Relatively Low,94.33962264,80.12999071,Relatively Low,96.22641509,18468109.9,14484812.02,NA,4.46052e-4,46.15086968,446150610.8,1108.182758,12854919997,22291334.15,13323361942,0.4,6.0433e-4,0.013579329,Relatively Low,38665.27307,1.50455e-4,1745.273062,171.5324929,40582.07862,51.22494432,Very Low,6.92e-6,9.11e-9,3.83e-7,54.37480115,35544.33136,47.91600382,Very Low,89
C38079,North Dakota,Rolette,12180,6365062338,104963094,948.983249,9296891.038,62.48806872,Relatively Low,83.01886792,50.1083256,Very Low,67.9245283,5389146.456,3802453.776,NA,0.002396646,85.78757767,2557229942,5299.228781,61471053860,20416144.61,64048699947,0.4,6.0433e-4,0.013579329,Relatively Moderate,2064116.786,0.006028878,69934.98305,682.049087,2134733.818,92.39580019,Relatively Moderate,3.24289e-4,4.95e-7,6.5e-6,92.68215081,3660419.506,94.59115495,Relatively Moderate,28
C38081,North Dakota,Sargent,3851,1196985161,245697870,875.6254826,2607032.215,19.53547566,Very Low,39.62264151,28.22655525,Very Low,47.16981132,2928797.583,806340.1237,NA,6.24748e-4,77.78325025,173929256.6,573.4017832,6651460685,28703616.1,6854093557,0.4,6.0433e-4,0.013579329,Relatively Low,24255.41751,1.24126e-4,1439.867079,245.2465224,25940.53111,43.65256125,Very Low,2.03e-5,3.22e-8,9.98e-7,64.93795737,23021.56294,40.78905504,Very Low,116
C38083,North Dakota,Sheridan,1265,3411726523,105603335,1015.658343,2843816.957,21.92173083,Very Low,47.16981132,31.16682142,Very Low,52.83018868,3244690.757,2983701.085,NA,3.96121e-4,95.71836065,1058998720,287.2838508,3332492669,22807691.66,4414299081,0.4,2.7e-5,0.013579329,Very High,155257.4391,2.34e-6,27.11186752,137.2012691,155421.7523,69.55138403,Relatively Low,4.55e-5,1.85e-9,1.3e-6,73.30575883,136219.7657,66.46516067,Relatively Low,16
C38085,North Dakota,Sioux,3885,783299759,70998357,1139.5918590000001,3516603.532,29.14412981,Very Low,54.71698113,16.18693903,Very Low,28.30188679,1934469.285,773995.6728,NA,0.001172868,49.7741949,343240285,1469.007145,17040482883,26770734.94,17410493903,0.4,2.7e-5,0.013579329,Relatively Moderate,181954.4,4.63e-5,537.2637193,410.7781384,182902.4419,71.30130449,Relatively Low,2.32292e-4,1.19e-8,5.79e-6,89.59592746,334529.4339,75.75564747,Relatively Low,6
C38087,North Dakota,Slope,699,218957775,54986300,1231.815332,393521.7937,1.049952275,Very Low,1.886792453,2.352212937,Very Low,1.886792453,503618.8697,170761.1992,NA,4.05864e-4,48.19780016,62035226.31,202.8647748,2353231387,9865972.044,2425132586,0.4,0.002375586,0.012488537,Relatively High,12617.82949,3.03721e-4,3523.165999,63.61118106,16204.60667,35.98472797,Very Low,5.76e-5,4.35e-7,1.16e-6,80.14635698,12662.08688,29.87591473,Very Low,23
C38089,North Dakota,Stark,33613,6611217119,78489037,1353.85882,8158292.293,58.82914413,Relatively Low,79.24528302,61.4360879,Relatively Low,81.13207547,7905195.23,2681753.142,NA,1.70559e-4,101.6141507,907015227,4215.718687,48902336764,11914622.8,49821266614,0.4,0.002375586,0.012488537,Relatively Low,48907.81884,0.001223386,14191.27797,26.65739471,63125.7542,58.12917595,Very Low,7.4e-6,3.64e-8,3.4e-7,60.54724785,59770.16993,56.0292714,Very Low,46
C38091,North Dakota,Steele,1798,912781829,171907400,722.6221029,2179724.08,15.68565065,Very Low,35.8490566,25.34818942,Very Low,43.39622642,2679248.986,869249.3948,NA,1.24469e-4,37.36186295,144200282.5,402.4125626,4667985726,9631683.536,4821817693,0.4,6.0433e-4,0.013579329,Relatively Low,4399.083978,2.18e-5,253.2783859,15.80366406,4668.166028,15.20839962,Very Low,4.82e-6,1.21e-8,9.19e-8,51.79764556,3797.823179,10.69042316,Very Low,62
C38093,North Dakota,Stutsman,21575,6316212160,384898621,2321.270291,10483089.94,65.73337576,Relatively Low,86.79245283,68.15227484,Relatively Low,86.79245283,10378402.58,5919966.789,NA,3.8988e-4,243.2474016,1112884089,2376.872692,27571723227,60479443.59,28745086760,0.4,2.7e-5,0.013579329,Relatively Moderate,131051.6196,1.86e-5,215.807964,324.2719563,131591.6996,67.92873051,Relatively Low,2.07e-5,8.62e-10,8.42e-7,64.20617245,119952.1812,65.35157493,Relatively Low,74
C38095,North Dakota,Towner,2161,726990929,190509194,1052.151653,694998.0482,2.990773147,Very Low,3.773584906,2.878365831,Very Low,3.773584906,598594.4983,417474.3715,NA,0.001385671,68.40161644,70559204.2,158.5693627,1839404607,21585155.08,1931548966,0.4,1.05632e-4,0.013579329,Relatively Moderate,32896.86106,1.95e-5,225.9278479,431.7697961,33554.5587,48.10690423,Very Low,4.53e-5,9.01e-9,2.27e-6,73.11485842,38958.5151,49.41139039,Very Low,35
